datetime,Air_Temperature_celsius,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Longwave_Radiation_Downwelling_wattPerMeterSquared,Relative_Humidity_percent,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Precipitation_millimeterPerHour,Snowfall_millimeterPerHour
2022-01-10 19:00,20.97,170,397,77.74,1.52,0,0
2022-01-10 20:00,20.23,170,397,77.88,0.89,0,0
2022-01-10 21:00,19.49,30,371.65,78.01,0.27,0,0
2022-01-10 22:00,17.71,30,371.65,80.23,1.03,0,0
2022-01-10 23:00,15.93,30,371.65,82.46,2.32,0,0
2022-01-11 00:00,14.15,0,312.33,84.68,3.62,0,0
2022-01-11 01:00,13.53,0,312.33,82.64,3.48,0,0
2022-01-11 02:00,12.92,0,312.33,80.6,3.34,0,0
2022-01-11 03:00,12.3,0,300.33,78.56,3.2,0,0
2022-01-11 04:00,11.95,0,300.33,76.79,2.4,0,0
2022-01-11 05:00,11.61,0,300.33,75.02,1.6,0,0
2022-01-11 06:00,11.26,0,271.96,73.24,0.81,0,0
2022-01-11 07:00,10.61,0,271.96,70.69,0.49,0,0
2022-01-11 08:00,9.96,0,271.96,68.14,0.18,0,0
2022-01-11 09:00,9.31,0,262.66,65.6,0.14,0,0
2022-01-11 10:00,8.66,0,262.66,64.25,0.45,0,0
2022-01-11 11:00,8.01,0,262.66,62.91,0.76,0,0
2022-01-11 12:00,7.36,190,259.21,61.57,1.06,0,0
2022-01-11 13:00,8.59,190,259.21,57.33,0.04,0,0
2022-01-11 14:00,9.81,190,259.21,53.1,0.99,0,0
2022-01-11 15:00,11.04,610,277.64,48.87,2.01,0,0
2022-01-11 16:00,13.28,610,277.64,46.14,2.65,0,0
2022-01-11 17:00,15.51,610,277.64,43.4,3.29,0,0
2022-01-11 18:00,17.75,520,296.21,40.67,3.93,0,0
2022-01-11 19:00,16.89,520,296.21,43.96,4.92,0,0
2022-01-11 20:00,16.04,520,296.21,47.26,5.91,0,0
2022-01-11 21:00,15.18,62,292.21,50.55,6.9,0,0
2022-01-11 22:00,14.22,62,292.21,55.56,5.09,0,0
2022-01-11 23:00,13.27,62,292.21,60.58,3.29,0,0
2022-01-12 00:00,12.31,0,291.46,65.6,1.49,0,0
2022-01-12 01:00,12.3,0,291.46,68.27,2.03,0,0
2022-01-12 02:00,12.3,0,291.46,70.93,2.57,0,0
2022-01-12 03:00,12.29,0,346.58,73.6,3.11,0,0
2022-01-12 04:00,12.24,0,346.58,76.53,3.03,0,0
2022-01-12 05:00,12.19,0,346.58,79.45,2.95,0,0
2022-01-12 06:00,12.14,0,312.74,82.38,2.87,0,0
2022-01-12 07:00,12.34,0,312.74,79.99,3.01,0,0
2022-01-12 08:00,12.53,0,312.74,77.6,3.14,0,0
2022-01-12 09:00,12.73,0,301.36,75.21,3.28,0,0
2022-01-12 10:00,12.82,0,301.36,76.54,2.28,0,0
2022-01-12 11:00,12.9,0,301.36,77.87,1.29,0,0
2022-01-12 12:00,12.99,180,311.46,79.2,0.29,0,0
2022-01-12 13:00,14.35,180,311.46,72.02,1.42,0,0
2022-01-12 14:00,15.72,180,311.46,64.84,2.54,0,0
2022-01-12 15:00,17.08,540,318.05,57.66,3.66,0,0
2022-01-12 16:00,18.32,540,318.05,53.92,3.71,0,0
2022-01-12 17:00,19.56,540,318.05,50.17,3.76,0,0
2022-01-12 18:00,20.81,510,322.32,46.43,3.8,0,0
2022-01-12 19:00,20.53,510,322.32,46.57,4.38,0,0
2022-01-12 20:00,20.26,510,322.32,46.71,4.96,0,0
2022-01-12 21:00,19.99,50,350.79,46.85,5.54,0,0
2022-01-12 22:00,18.83,50,350.79,52.81,4.96,0,0
2022-01-12 23:00,17.67,50,350.79,58.77,4.38,0,0
2022-01-13 00:00,16.51,0,338.07,64.73,3.81,0,0
2022-01-13 01:00,16,0,338.07,66.89,3.2,0,0
2022-01-13 02:00,15.5,0,338.07,69.05,2.59,0,0
2022-01-13 03:00,14.99,0,335.93,71.21,1.98,0,0
2022-01-13 04:00,14.39,0,335.93,76.54,1.27,0,0
2022-01-13 05:00,13.8,0,335.93,81.87,0.56,0,0
2022-01-13 06:00,13.2,0,327.03,87.2,0.15,0,0
2022-01-13 07:00,13.02,0,327.03,87.8,0.54,0,0
2022-01-13 08:00,12.84,0,327.03,88.39,0.94,0,0
2022-01-13 09:00,12.66,0,309.1,88.98,1.34,0,0
2022-01-13 10:00,12.22,0,309.1,91.3,1.02,0,0
2022-01-13 11:00,11.79,0,309.1,93.62,0.71,0,0
2022-01-13 12:00,11.35,170,303.75,95.94,0.39,0,0
2022-01-13 13:00,12.95,170,303.75,88.29,0.87,0,0
2022-01-13 14:00,14.56,170,303.75,80.64,1.36,0,0
2022-01-13 15:00,16.17,570,316.54,72.99,1.84,0,0
2022-01-13 16:00,17.7,570,316.54,66.32,2.16,0,0
2022-01-13 17:00,19.23,570,316.54,59.64,2.48,0,0
2022-01-13 18:00,20.75,500,326.52,52.96,2.79,0,0
2022-01-13 19:00,20.33,500,326.52,51.61,3.7,0,0
2022-01-13 20:00,19.9,500,326.52,50.25,4.61,0,0
2022-01-13 21:00,19.48,80,308.45,48.89,5.52,0,0
2022-01-13 22:00,17.48,80,308.45,50.09,4.61,0,0
2022-01-13 23:00,15.49,80,308.45,51.29,3.71,0,0
2022-01-14 00:00,13.5,0,282.81,52.49,2.81,0,0
2022-01-14 01:00,13.18,0,282.81,53.55,3.74,0,0
2022-01-14 02:00,12.86,0,282.81,54.61,4.67,0,0
2022-01-14 03:00,12.55,0,280,55.67,5.61,0,0
2022-01-14 04:00,12.03,0,280,60.33,5.24,0,0
2022-01-14 05:00,11.51,0,280,64.98,4.87,0,0
2022-01-14 06:00,11,0,276.65,69.64,4.5,0,0
2022-01-14 07:00,10.71,0,276.65,70.41,4.35,0,0
2022-01-14 08:00,10.42,0,276.65,71.18,4.21,0,0
2022-01-14 09:00,10.14,0,268.39,71.95,4.06,0,0
2022-01-14 10:00,9.46,0,268.39,73,3.37,0,0
2022-01-14 11:00,8.78,0,268.39,74.06,2.67,0,0
2022-01-14 12:00,8.1,190,265,75.11,1.97,0,0
2022-01-14 13:00,9.82,190,265,67.26,2.15,0,0
2022-01-14 14:00,11.54,190,265,59.41,2.32,0,0
2022-01-14 15:00,13.25,610,283,51.56,2.49,0,0
2022-01-14 16:00,14.77,610,283,45.52,2.64,0,0
2022-01-14 17:00,16.29,610,283,39.47,2.8,0,0
2022-01-14 18:00,17.81,550,284.42,33.43,2.95,0,0
2022-01-14 19:00,17.7,550,284.42,32.65,3.31,0,0
2022-01-14 20:00,17.59,550,284.42,31.88,3.68,0,0
2022-01-14 21:00,17.48,90,276.21,31.1,4.04,0,0
2022-01-14 22:00,15.71,90,276.21,37.04,3.38,0,0
2022-01-14 23:00,13.95,90,276.21,42.98,2.72,0,0
2022-01-15 00:00,12.18,0,272.76,48.92,2.06,0,0
2022-01-15 01:00,11.56,0,272.76,51.03,1.88,0,0
2022-01-15 02:00,10.95,0,272.76,53.15,1.69,0,0
2022-01-15 03:00,10.33,0,268.68,55.26,1.51,0,0
2022-01-15 04:00,9.92,0,268.68,57.81,1.23,0,0
2022-01-15 05:00,9.51,0,268.68,60.35,0.95,0,0
2022-01-15 06:00,9.1,0,286,62.9,0.67,0,0
2022-01-15 07:00,8.96,0,286,63.03,0.27,0,0
2022-01-15 08:00,8.82,0,286,63.17,0.13,0,0
2022-01-15 09:00,8.68,0,278,63.3,0.53,0,0
2022-01-15 10:00,8.33,0,278,67.3,0.61,0,0
2022-01-15 11:00,7.97,0,278,71.3,0.69,0,0
2022-01-15 12:00,7.62,170,280.36,75.3,0.77,0,0
2022-01-15 13:00,9.94,170,280.36,66.66,0.89,0,0
2022-01-15 14:00,12.27,170,280.36,58.03,1.01,0,0
2022-01-15 15:00,14.59,590,295.08,49.39,1.13,0,0
2022-01-15 16:00,16.7,590,295.08,43.32,0.55,0,0
2022-01-15 17:00,18.8,590,295.08,37.25,0.03,0,0
2022-01-15 18:00,20.9,540,304,31.18,0.61,0,0
2022-01-15 19:00,20.89,540,304,29.55,0.71,0,0
2022-01-15 20:00,20.87,540,304,27.93,0.82,0,0
2022-01-15 21:00,20.85,90,296.89,26.3,0.92,0,0
2022-01-15 22:00,18.86,90,296.89,31.1,0.51,0,0
2022-01-15 23:00,16.86,90,296.89,35.89,1.94,0,0
2022-01-16 00:00,14.86,0,301,40.69,3.37,0,0
2022-01-16 01:00,14.99,0,301,44.36,4.05,0,0
2022-01-16 02:00,15.13,0,301,48.03,4.72,0,0
2022-01-16 03:00,15.26,0,345,51.7,5.39,0,0
2022-01-16 04:00,15.7,0,345,56.27,5.07,0,0
2022-01-16 05:00,16.15,0,345,60.83,4.75,0,0
2022-01-16 06:00,16.59,0,375.63,65.4,4.43,0,0
2022-01-16 07:00,17.06,0,375.63,61.53,4.07,0,0
2022-01-16 08:00,17.54,0,375.63,57.66,3.72,0,0
2022-01-16 09:00,18.01,0,376.37,53.79,3.36,0,0
